read_date,bl_meter1,bl_ahd1,bl_meter2,bl_ahd2,meter_no3,sl_read1,meter_no4,rf_read1
2005-12-29,GW967137.1.1,253.134,GW967137.2.2,251.611,419051,0.315,054151-2,1.2
2005-12-30,GW967137.1.1,253.124,GW967137.2.2,251.609,419051,0.313,054151-2,0.0
2005-12-31,GW967137.1.1,253.118,GW967137.2.2,251.599,419051,0.311,054151-2,0.0
2006-01-01,GW967137.1.1,253.114,GW967137.2.2,251.606,419051,0.308,054151-2,0.0
2006-01-02,GW967137.1.1,253.108,GW967137.2.2,251.61,419051,0.305,054151-2,0.0
2006-01-03,GW967137.1.1,253.101,GW967137.2.2,251.595,419051,0.301,054151-2,0.0
2006-01-04,GW967137.1.1,253.088,GW967137.2.2,251.596,419051,0.216,054151-2,0.0
2006-01-05,GW967137.1.1,253.081,GW967137.2.2,251.593,419051,0.204,054151-2,0.0
2006-01-06,GW967137.1.1,253.068,GW967137.2.2,251.598,419051,0.203,054151-2,0.0
2006-01-07,GW967137.1.1,253.063,GW967137.2.2,251.587,419051,0.203,054151-2,0.0
2006-01-08,GW967137.1.1,253.054,GW967137.2.2,251.582,419051,0.204,054151-2,0.0
2006-01-09,GW967137.1.1,253.049,GW967137.2.2,251.582,419051,0.206,054151-2,0.0
2006-01-10,GW967137.1.1,253.045,GW967137.2.2,251.577,419051,0.205,054151-2,0.0
2006-01-11,GW967137.1.1,253.04,GW967137.2.2,251.578,419051,0.201,054151-2,0.0
2006-01-12,GW967137.1.1,253.032,GW967137.2.2,251.578,419051,0.199,054151-2,0.0
2006-01-13,GW967137.1.1,253.027,GW967137.2.2,251.589,419051,0.199,054151-2,11.0
2006-01-14,GW967137.1.1,253.027,GW967137.2.2,251.574,419051,0.2,054151-2,0.2
2006-01-15,GW967137.1.1,253.019,GW967137.2.2,251.582,419051,0.201,054151-2,0.2
2006-01-16,GW967137.1.1,253.013,GW967137.2.2,251.586,419051,0.201,054151-2,17.2
2006-01-17,GW967137.1.1,253.017,GW967137.2.2,251.589,419051,0.201,054151-2,0.2
2006-01-18,GW967137.1.1,253.014,GW967137.2.2,251.581,419051,0.201,054151-2,30.8
2006-01-19,GW967137.1.1,253.007,GW967137.2.2,251.572,419051,0.2,054151-2,4.6
2006-01-20,GW967137.1.1,253.003,GW967137.2.2,251.588,419051,0.199,054151-2,0.0
2006-01-21,GW967137.1.1,253.002,GW967137.2.2,251.589,419051,0.196,054151-2,0.2
2006-01-22,GW967137.1.1,252.997,GW967137.2.2,251.586,419051,0.195,054151-2,0.0
2006-01-23,GW967137.1.1,252.993,GW967137.2.2,251.593,419051,0.198,054151-2,0.0
2006-01-24,GW967137.1.1,252.998,GW967137.2.2,251.598,419051,0.198,054151-2,0.0
2006-01-25,GW967137.1.1,252.997,GW967137.2.2,251.59,419051,0.199,054151-2,9.8
2006-01-26,GW967137.1.1,252.995,GW967137.2.2,251.597,419051,0.201,054151-2,0.0
2006-01-27,GW967137.1.1,252.995,GW967137.2.2,251.613,419051,0.2,054151-2,3.2
2006-01-28,GW967137.1.1,252.994,GW967137.2.2,251.606,419051,0.199,054151-2,0.0
2006-01-29,GW967137.1.1,252.983,GW967137.2.2,251.603,419051,0.199,054151-2,0.0
2006-01-30,GW967137.1.1,252.992,GW967137.2.2,251.592,419051,0.199,054151-2,0.0
2006-01-31,GW967137.1.1,252.994,GW967137.2.2,251.603,419051,0.199,054151-2,0.0
2006-02-01,GW967137.1.1,252.988,GW967137.2.2,251.607,419051,0.197,054151-2,0.0
2006-02-02,GW967137.1.1,252.988,GW967137.2.2,251.6,419051,0.196,054151-2,0.0
2006-02-03,GW967137.1.1,252.984,GW967137.2.2,251.604,419051,0.196,054151-2,0.0
2006-02-04,GW967137.1.1,252.986,GW967137.2.2,251.602,419051,0.197,054151-2,0.0
2006-02-05,GW967137.1.1,252.979,GW967137.2.2,251.598,419051,0.197,054151-2,0.0
2006-02-06,GW967137.1.1,252.977,GW967137.2.2,251.588,419051,0.195,054151-2,3.6
2006-02-07,GW967137.1.1,252.968,GW967137.2.2,251.585,419051,0.196,054151-2,0.0
2006-02-08,GW967137.1.1,252.973,GW967137.2.2,251.574,419051,0.198,054151-2,0.0
2006-02-09,GW967137.1.1,252.968,GW967137.2.2,251.574,419051,0.199,054151-2,0.0
2006-02-10,GW967137.1.1,252.993,GW967137.2.2,251.595,419051,0.2,054151-2,8.6
2006-02-11,GW967137.1.1,253.004,GW967137.2.2,251.59,419051,0.202,054151-2,0.0
2006-02-12,GW967137.1.1,252.996,GW967137.2.2,251.6,419051,0.2,054151-2,0.0
2006-02-13,GW967137.1.1,252.994,GW967137.2.2,251.597,419051,0.198,054151-2,15.4
2006-02-14,GW967137.1.1,252.99,GW967137.2.2,251.574,419051,0.199,054151-2,19.8
2006-02-15,GW967137.1.1,252.991,GW967137.2.2,251.599,419051,0.2,054151-2,53.0
2006-02-16,GW967137.1.1,253.156,GW967137.2.2,251.669,419051,0.469,054151-2,61.8
2006-02-17,GW967137.1.1,253.255,GW967137.2.2,251.685,419051,0.765,054151-2,2.6
2006-02-18,GW967137.1.1,253.225,GW967137.2.2,251.679,419051,0.312,054151-2,0.0
2006-02-19,GW967137.1.1,253.212,GW967137.2.2,251.676,419051,0.238,054151-2,0.0
2006-02-20,GW967137.1.1,253.198,GW967137.2.2,251.668,419051,0.229,054151-2,0.0
2006-02-21,GW967137.1.1,253.189,GW967137.2.2,251.681,419051,0.224,054151-2,1.4
2006-02-22,GW967137.1.1,253.211,GW967137.2.2,251.675,419051,0.223,054151-2,0.2
2006-02-23,GW967137.1.1,253.209,GW967137.2.2,251.675,419051,0.223,054151-2,0.0
2006-02-24,GW967137.1.1,253.203,GW967137.2.2,251.658,419051,0.222,054151-2,0.0
2006-02-25,GW967137.1.1,253.2,GW967137.2.2,251.668,419051,0.22,054151-2,0.0
2006-02-26,GW967137.1.1,253.203,GW967137.2.2,251.678,419051,0.218,054151-2,0.0
2006-02-27,GW967137.1.1,253.207,GW967137.2.2,251.664,419051,0.218,054151-2,1.6
2006-02-28,GW967137.1.1,253.207,GW967137.2.2,251.662,419051,0.204,054151-2,2.2
2006-03-01,GW967137.1.1,253.199,GW967137.2.2,251.673,419051,0.2,054151-2,11.0
2006-03-02,GW967137.1.1,253.197,GW967137.2.2,251.666,419051,0.2,054151-2,0.4
2006-03-03,GW967137.1.1,253.197,GW967137.2.2,251.676,419051,0.2,054151-2,3.6
2006-03-04,GW967137.1.1,253.2,GW967137.2.2,251.664,419051,0.2,054151-2,0.0
2006-03-05,GW967137.1.1,253.2,GW967137.2.2,251.671,419051,0.2,054151-2,0.2
2006-03-06,GW967137.1.1,253.207,GW967137.2.2,251.676,419051,0.2,054151-2,0.2
2006-03-07,GW967137.1.1,253.206,GW967137.2.2,251.676,419051,0.2,054151-2,0.2
2006-03-08,GW967137.1.1,253.197,GW967137.2.2,251.657,419051,0.2,054151-2,0.0
2006-03-09,GW967137.1.1,253.199,GW967137.2.2,251.658,419051,0.2,054151-2,0.0
2006-03-10,GW967137.1.1,253.202,GW967137.2.2,251.646,419051,0.196,054151-2,0.0
2006-03-11,GW967137.1.1,253.206,GW967137.2.2,251.647,419051,0.195,054151-2,0.0
2006-03-12,GW967137.1.1,253.207,GW967137.2.2,251.652,419051,0.198,054151-2,0.0
2006-03-13,GW967137.1.1,253.206,GW967137.2.2,251.646,419051,0.207,054151-2,0.0
2006-03-14,GW967137.1.1,253.199,GW967137.2.2,251.647,419051,0.207,054151-2,1.0
2006-03-15,GW967137.1.1,253.199,GW967137.2.2,251.648,419051,0.207,054151-2,0.0
2006-03-16,GW967137.1.1,253.201,GW967137.2.2,251.664,419051,0.207,054151-2,0.0
2006-03-17,GW967137.1.1,253.201,GW967137.2.2,251.654,419051,0.207,054151-2,0.0
2006-03-18,GW967137.1.1,253.199,GW967137.2.2,251.651,419051,0.207,054151-2,0.0
2006-03-19,GW967137.1.1,253.197,GW967137.2.2,251.633,419051,0.207,054151-2,3.6
2006-03-20,GW967137.1.1,253.201,GW967137.2.2,251.641,419051,0.207,054151-2,0.0
2006-03-21,GW967137.1.1,253.196,GW967137.2.2,251.641,419051,0.207,054151-2,0.0
2006-03-22,GW967137.1.1,253.196,GW967137.2.2,251.649,419051,0.207,054151-2,0.0
2006-03-23,GW967137.1.1,253.198,GW967137.2.2,251.66,419051,0.207,054151-2,0.0
2006-03-24,GW967137.1.1,253.193,GW967137.2.2,251.652,419051,0.2,054151-2,0.0
2006-03-25,GW967137.1.1,253.193,GW967137.2.2,251.645,419051,0.196,054151-2,0.2
2006-03-26,GW967137.1.1,253.183,GW967137.2.2,251.64,419051,0.196,054151-2,0.0
2006-03-27,GW967137.1.1,253.185,GW967137.2.2,251.646,419051,0.196,054151-2,0.0
2006-03-28,GW967137.1.1,253.186,GW967137.2.2,251.66,419051,0.196,054151-2,0.0
2006-03-29,GW967137.1.1,253.189,GW967137.2.2,251.649,419051,0.196,054151-2,0.0
2006-03-30,GW967137.1.1,253.191,GW967137.2.2,251.647,419051,0.196,054151-2,0.2
2006-03-31,GW967137.1.1,253.2,GW967137.2.2,251.663,419051,0.196,054151-2,5.0
2006-04-01,GW967137.1.1,253.193,GW967137.2.2,251.667,419051,0.202,054151-2,9.4
2006-04-02,GW967137.1.1,253.186,GW967137.2.2,251.656,419051,0.209,054151-2,0.0
2006-04-03,GW967137.1.1,253.183,GW967137.2.2,251.663,419051,0.209,054151-2,0.0
2006-04-04,GW967137.1.1,253.195,GW967137.2.2,251.659,419051,0.209,054151-2,0.0
2006-04-05,GW967137.1.1,253.188,GW967137.2.2,251.666,419051,0.209,054151-2,0.0
2006-04-06,GW967137.1.1,253.191,GW967137.2.2,251.655,419051,0.21,054151-2,0.2
2006-04-07,GW967137.1.1,253.183,GW967137.2.2,251.647,419051,0.21,054151-2,0.0
2006-04-08,GW967137.1.1,253.182,GW967137.2.2,251.655,419051,0.21,054151-2,0.0
2006-04-09,GW967137.1.1,253.178,GW967137.2.2,251.648,419051,0.21,054151-2,0.0
2006-04-10,GW967137.1.1,253.176,GW967137.2.2,251.639,419051,0.209,054151-2,0.0
2006-04-11,GW967137.1.1,253.177,GW967137.2.2,251.658,419051,0.207,054151-2,0.0
2006-04-12,GW967137.1.1,253.18,GW967137.2.2,251.654,419051,0.206,054151-2,0.0
2006-04-13,GW967137.1.1,253.187,GW967137.2.2,251.668,419051,0.207,054151-2,0.0
2006-04-14,GW967137.1.1,253.19,GW967137.2.2,251.672,419051,0.211,054151-2,28.0
2006-04-15,GW967137.1.1,253.191,GW967137.2.2,251.666,419051,0.211,054151-2,0.2
2006-04-16,GW967137.1.1,253.185,GW967137.2.2,251.657,419051,0.21,054151-2,0.0
2006-04-17,GW967137.1.1,253.187,GW967137.2.2,251.666,419051,0.21,054151-2,0.0
2006-04-18,GW967137.1.1,253.197,GW967137.2.2,251.654,419051,0.211,054151-2,0.0
2006-04-19,GW967137.1.1,253.201,GW967137.2.2,251.676,419051,0.21,054151-2,0.0
2006-04-20,GW967137.1.1,253.202,GW967137.2.2,251.683,419051,0.211,054151-2,9.4
2006-04-21,GW967137.1.1,253.199,GW967137.2.2,251.689,419051,0.213,054151-2,0.0
2006-04-22,GW967137.1.1,253.201,GW967137.2.2,251.679,419051,0.212,054151-2,0.2
2006-04-23,GW967137.1.1,253.203,GW967137.2.2,251.675,419051,0.212,054151-2,0.0
2006-04-24,GW967137.1.1,253.202,GW967137.2.2,251.674,419051,0.213,054151-2,0.0
2006-04-25,GW967137.1.1,253.206,GW967137.2.2,251.665,419051,0.211,054151-2,0.0
2006-04-26,GW967137.1.1,253.201,GW967137.2.2,251.675,419051,0.211,054151-2,0.0
2006-04-27,GW967137.1.1,253.201,GW967137.2.2,251.668,419051,0.211,054151-2,0.0
2006-04-28,GW967137.1.1,253.204,GW967137.2.2,251.673,419051,0.21,054151-2,0.0
2006-04-29,GW967137.1.1,253.206,GW967137.2.2,251.688,419051,0.211,054151-2,0.0
2006-04-30,GW967137.1.1,253.208,GW967137.2.2,251.675,419051,0.211,054151-2,5.8
2006-05-01,GW967137.1.1,253.206,GW967137.2.2,251.685,419051,0.211,054151-2,0.4
2006-05-02,GW967137.1.1,253.206,GW967137.2.2,251.676,419051,0.211,054151-2,0.0
2006-05-03,GW967137.1.1,253.201,GW967137.2.2,251.666,419051,0.211,054151-2,0.0
2006-05-04,GW967137.1.1,253.203,GW967137.2.2,251.669,419051,0.211,054151-2,0.0
2006-05-05,GW967137.1.1,253.201,GW967137.2.2,251.658,419051,0.211,054151-2,0.0
2006-05-06,GW967137.1.1,253.201,GW967137.2.2,251.663,419051,0.211,054151-2,0.0
2006-05-07,GW967137.1.1,253.199,GW967137.2.2,251.666,419051,0.21,054151-2,0.0
2006-05-08,GW967137.1.1,253.195,GW967137.2.2,251.657,419051,0.211,054151-2,0.0
2006-05-09,GW967137.1.1,253.185,GW967137.2.2,251.646,419051,0.21,054151-2,0.0
2006-05-10,GW967137.1.1,253.19,GW967137.2.2,251.648,419051,0.21,054151-2,0.0
2006-05-11,GW967137.1.1,253.19,GW967137.2.2,251.642,419051,0.209,054151-2,0.0
2006-05-12,GW967137.1.1,253.188,GW967137.2.2,251.642,419051,0.21,054151-2,0.0
2006-05-13,GW967137.1.1,253.185,GW967137.2.2,251.636,419051,0.21,054151-2,0.0
2006-05-14,GW967137.1.1,253.187,GW967137.2.2,251.659,419051,0.21,054151-2,0.0
2006-05-15,GW967137.1.1,253.186,GW967137.2.2,251.659,419051,0.211,054151-2,0.0
2006-05-16,GW967137.1.1,253.187,GW967137.2.2,251.652,419051,0.211,054151-2,0.0
2006-05-17,GW967137.1.1,253.178,GW967137.2.2,251.647,419051,0.211,054151-2,0.0
2006-05-18,GW967137.1.1,253.183,GW967137.2.2,251.642,419051,0.211,054151-2,0.0
2006-05-19,GW967137.1.1,253.183,GW967137.2.2,251.652,419051,0.21,054151-2,0.0
2006-05-20,GW967137.1.1,253.187,GW967137.2.2,251.649,419051,0.21,054151-2,0.0
2006-05-21,GW967137.1.1,253.178,GW967137.2.2,251.653,419051,0.202,054151-2,0.0
2006-05-22,GW967137.1.1,253.179,GW967137.2.2,251.656,419051,0.177,054151-2,0.0
2006-05-23,GW967137.1.1,253.178,GW967137.2.2,251.662,419051,0.173,054151-2,0.0
2006-05-24,GW967137.1.1,253.177,GW967137.2.2,251.667,419051,0.202,054151-2,0.0
2006-05-25,GW967137.1.1,253.179,GW967137.2.2,251.657,419051,0.207,054151-2,0.0
2006-05-26,GW967137.1.1,253.177,GW967137.2.2,251.669,419051,0.21,054151-2,0.0
2006-05-27,GW967137.1.1,253.179,GW967137.2.2,251.67,419051,0.21,054151-2,0.0
2006-05-28,GW967137.1.1,253.174,GW967137.2.2,251.666,419051,0.208,054151-2,0.0
2006-05-29,GW967137.1.1,253.176,GW967137.2.2,251.655,419051,0.209,054151-2,0.0
2006-05-30,GW967137.1.1,253.169,GW967137.2.2,251.665,419051,0.209,054151-2,0.0
2006-05-31,GW967137.1.1,253.176,GW967137.2.2,251.68,419051,0.209,054151-2,0.0
2006-06-01,GW967137.1.1,253.172,GW967137.2.2,251.679,419051,0.204,054151-2,0.0
2006-06-02,GW967137.1.1,253.177,GW967137.2.2,251.695,419051,0.205,054151-2,0.0
2006-06-03,GW967137.1.1,253.179,GW967137.2.2,251.677,419051,0.209,054151-2,1.2
2006-06-04,GW967137.1.1,253.169,GW967137.2.2,251.668,419051,0.208,054151-2,0.0
2006-06-05,GW967137.1.1,253.176,GW967137.2.2,251.654,419051,0.204,054151-2,0.2
2006-06-06,GW967137.1.1,253.157,GW967137.2.2,251.648,419051,0.19,054151-2,0.0
2006-06-07,GW967137.1.1,253.133,GW967137.2.2,251.646,419051,0.19,054151-2,0.2
2006-06-08,GW967137.1.1,253.116,GW967137.2.2,251.657,419051,0.202,054151-2,0.0
2006-06-09,GW967137.1.1,253.103,GW967137.2.2,251.643,419051,0.2,054151-2,0.0
2006-06-10,GW967137.1.1,253.091,GW967137.2.2,251.677,419051,0.183,054151-2,19.8
2006-06-11,GW967137.1.1,253.105,GW967137.2.2,251.701,419051,0.132,054151-2,36.0
2006-06-12,GW967137.1.1,253.116,GW967137.2.2,251.665,419051,0.139,054151-2,0.0
2006-06-13,GW967137.1.1,253.121,GW967137.2.2,251.654,419051,0.149,054151-2,0.0
2006-06-14,GW967137.1.1,253.133,GW967137.2.2,251.651,419051,0.164,054151-2,0.0
2006-06-15,GW967137.1.1,253.141,GW967137.2.2,251.673,419051,0.193,054151-2,0.0
2006-06-16,GW967137.1.1,253.145,GW967137.2.2,251.681,419051,0.207,054151-2,0.0
2006-06-17,GW967137.1.1,253.149,GW967137.2.2,251.676,419051,0.208,054151-2,0.0
2006-06-18,GW967137.1.1,253.158,GW967137.2.2,251.665,419051,0.212,054151-2,0.0
2006-06-19,GW967137.1.1,253.153,GW967137.2.2,251.672,419051,0.211,054151-2,0.0
2006-06-20,GW967137.1.1,253.167,GW967137.2.2,251.673,419051,0.204,054151-2,0.0
2006-06-21,GW967137.1.1,253.169,GW967137.2.2,251.69,419051,0.209,054151-2,1.8
2006-06-22,GW967137.1.1,253.172,GW967137.2.2,251.679,419051,0.212,054151-2,1.8
2006-06-23,GW967137.1.1,253.168,GW967137.2.2,251.681,419051,0.21,054151-2,10.4
2006-06-24,GW967137.1.1,253.174,GW967137.2.2,251.683,419051,0.211,054151-2,17.8
2006-06-25,GW967137.1.1,253.161,GW967137.2.2,251.671,419051,0.208,054151-2,0.2
2006-06-26,GW967137.1.1,253.167,GW967137.2.2,251.678,419051,0.211,054151-2,0.0
2006-06-27,GW967137.1.1,253.162,GW967137.2.2,251.664,419051,0.208,054151-2,0.0
2006-06-28,GW967137.1.1,253.165,GW967137.2.2,251.669,419051,0.208,054151-2,0.0
2006-06-29,GW967137.1.1,253.167,GW967137.2.2,251.672,419051,0.207,054151-2,3.2
2006-06-30,GW967137.1.1,253.176,GW967137.2.2,251.687,419051,0.207,054151-2,0.0
2006-07-01,GW967137.1.1,253.175,GW967137.2.2,251.683,419051,0.208,054151-2,0.0
2006-07-02,GW967137.1.1,253.18,GW967137.2.2,251.683,419051,0.208,054151-2,0.0
2006-07-03,GW967137.1.1,253.179,GW967137.2.2,251.696,419051,0.207,054151-2,2.2
2006-07-04,GW967137.1.1,253.175,GW967137.2.2,251.673,419051,0.208,054151-2,0.2
2006-07-05,GW967137.1.1,253.17,GW967137.2.2,251.672,419051,0.207,054151-2,0.4
2006-07-06,GW967137.1.1,253.172,GW967137.2.2,251.684,419051,0.207,054151-2,0.6
2006-07-07,GW967137.1.1,253.166,GW967137.2.2,251.669,419051,0.206,054151-2,0.2
2006-07-08,GW967137.1.1,253.164,GW967137.2.2,251.679,419051,0.206,054151-2,0.0
2006-07-09,GW967137.1.1,253.164,GW967137.2.2,251.68,419051,0.206,054151-2,0.0
2006-07-10,GW967137.1.1,253.164,GW967137.2.2,251.678,419051,0.206,054151-2,0.0
2006-07-11,GW967137.1.1,253.164,GW967137.2.2,251.683,419051,0.206,054151-2,0.0
2006-07-12,GW967137.1.1,253.166,GW967137.2.2,251.692,419051,0.206,054151-2,0.0
2006-07-13,GW967137.1.1,253.159,GW967137.2.2,251.673,419051,0.206,054151-2,0.0
2006-07-14,GW967137.1.1,253.168,GW967137.2.2,251.668,419051,0.205,054151-2,0.0
2006-07-15,GW967137.1.1,253.171,GW967137.2.2,251.706,419051,0.206,054151-2,38.8
2006-07-16,GW967137.1.1,253.181,GW967137.2.2,251.729,419051,0.207,054151-2,46.2
2006-07-17,GW967137.1.1,253.181,GW967137.2.2,251.713,419051,0.207,054151-2,1.0
2006-07-18,GW967137.1.1,253.18,GW967137.2.2,251.707,419051,0.207,054151-2,2.8
2006-07-19,GW967137.1.1,253.156,GW967137.2.2,251.697,419051,0.207,054151-2,0.4
2006-07-20,GW967137.1.1,253.124,GW967137.2.2,251.677,419051,0.203,054151-2,0.2
2006-07-21,GW967137.1.1,253.108,GW967137.2.2,251.687,419051,0.201,054151-2,0.2
2006-07-22,GW967137.1.1,253.089,GW967137.2.2,251.693,419051,0.201,054151-2,0.2
2006-07-23,GW967137.1.1,253.084,GW967137.2.2,251.687,419051,0.2,054151-2,0.0
2006-07-24,GW967137.1.1,253.095,GW967137.2.2,251.707,419051,0.2,054151-2,8.6
2006-07-25,GW967137.1.1,253.094,GW967137.2.2,251.704,419051,0.2,054151-2,16.2
2006-07-26,GW967137.1.1,253.113,GW967137.2.2,251.707,419051,0.203,054151-2,0.4
2006-07-27,GW967137.1.1,253.127,GW967137.2.2,251.71,419051,0.21,054151-2,0.0
2006-07-28,GW967137.1.1,253.138,GW967137.2.2,251.718,419051,0.207,054151-2,0.2
2006-07-29,GW967137.1.1,253.152,GW967137.2.2,251.716,419051,0.206,054151-2,0.0
2006-07-30,GW967137.1.1,253.152,GW967137.2.2,251.718,419051,0.205,054151-2,0.0
2006-07-31,GW967137.1.1,253.151,GW967137.2.2,251.726,419051,0.205,054151-2,0.0
2006-08-01,GW967137.1.1,253.139,GW967137.2.2,251.71,419051,0.205,054151-2,0.0
2006-08-02,GW967137.1.1,253.141,GW967137.2.2,251.715,419051,0.205,054151-2,0.0
2006-08-03,GW967137.1.1,253.141,GW967137.2.2,251.706,419051,0.205,054151-2,0.0
2006-08-04,GW967137.1.1,253.151,GW967137.2.2,251.7,419051,0.204,054151-2,0.0
2006-08-05,GW967137.1.1,253.146,GW967137.2.2,251.696,419051,0.204,054151-2,0.0
2006-08-06,GW967137.1.1,253.147,GW967137.2.2,251.684,419051,0.204,054151-2,0.0
2006-08-07,GW967137.1.1,253.145,GW967137.2.2,251.667,419051,0.204,054151-2,0.0
2006-08-08,GW967137.1.1,253.137,GW967137.2.2,251.639,419051,0.204,054151-2,0.0
2006-08-09,GW967137.1.1,253.125,GW967137.2.2,251.66,419051,0.203,054151-2,0.0
2006-08-10,GW967137.1.1,253.104,GW967137.2.2,251.677,419051,0.2,054151-2,0.0
2006-08-11,GW967137.1.1,253.072,GW967137.2.2,251.675,419051,0.198,054151-2,0.0
2006-08-12,GW967137.1.1,253.07,GW967137.2.2,251.671,419051,0.197,054151-2,0.0
2006-08-13,GW967137.1.1,253.08,GW967137.2.2,251.673,419051,0.199,054151-2,0.0
2006-08-14,GW967137.1.1,253.07,GW967137.2.2,251.677,419051,0.2,054151-2,0.0
2006-08-15,GW967137.1.1,253.061,GW967137.2.2,251.677,419051,0.198,054151-2,0.0
2006-08-16,GW967137.1.1,253.037,GW967137.2.2,251.665,419051,0.197,054151-2,0.0
2006-08-17,GW967137.1.1,253.03,GW967137.2.2,251.673,419051,0.196,054151-2,0.0
2006-08-18,GW967137.1.1,253.022,GW967137.2.2,251.674,419051,0.196,054151-2,0.0
2006-08-19,GW967137.1.1,253.003,GW967137.2.2,251.662,419051,0.195,054151-2,0.0
2006-08-20,GW967137.1.1,252.995,GW967137.2.2,251.657,419051,0.194,054151-2,0.0
2006-08-21,GW967137.1.1,252.988,GW967137.2.2,251.674,419051,0.194,054151-2,0.0
2006-08-22,GW967137.1.1,252.982,GW967137.2.2,251.68,419051,0.194,054151-2,0.0
2006-08-23,GW967137.1.1,252.97,GW967137.2.2,251.673,419051,0.192,054151-2,0.0
2006-08-24,GW967137.1.1,252.962,GW967137.2.2,251.656,419051,0.192,054151-2,1.4
2006-08-25,GW967137.1.1,252.966,GW967137.2.2,251.683,419051,0.191,054151-2,0.4
2006-08-26,GW967137.1.1,252.957,GW967137.2.2,251.655,419051,0.192,054151-2,0.2
