read_date,sl_read1,bl_meter1,bl_ahd1,mean_temp1,bl_meter2,bl_ahd2,mean_temp2,bl_meter3,bl_ahd3,mean_temp3,bl_meter4,bl_ahd4,mean_temp4,sl_meter,rf_meter,rf_read1,rf_MA,rf_bin
2006-03-25 00:00:00,0.196,GW967137.1.1,253.193,20.343,GW967137.2.2,251.645,21.4,GW967138.1.1,282.77,21.481,GW967138.2.2,0.0,0.0,CF419051,54151,0.2,0.3799999999999987,1
2006-03-30 00:00:00,0.196,GW967137.1.1,253.191,20.473,GW967137.2.2,251.647,21.4,GW967138.1.1,282.742,21.643,GW967138.2.2,0.0,0.0,CF419051,54151,0.2,0.03999999999999873,1
2006-03-31 00:00:00,0.196,GW967137.1.1,253.2,20.499,GW967137.2.2,251.663,21.4,GW967138.1.1,282.742,21.676,GW967138.2.2,0.0,0.0,CF419051,54151,5.0,0.5399999999999987,1
2006-04-01 00:00:00,0.202,GW967137.1.1,253.193,20.525,GW967137.2.2,251.667,21.4,GW967138.1.1,282.734,21.708,GW967138.2.2,0.0,0.0,CF419051,54151,9.4,1.4799999999999986,1
2006-04-06 00:00:00,0.21,GW967137.1.1,253.191,20.628,GW967137.2.2,251.655,21.4,GW967138.1.1,282.727,21.801,GW967138.2.2,0.0,0.0,CF419051,54151,0.2,1.4799999999999986,1
2006-04-14 00:00:00,0.211,GW967137.1.1,253.19,20.735,GW967137.2.2,251.672,21.4,GW967138.1.1,282.68,21.952,GW967138.2.2,0.0,0.0,CF419051,54151,28.0,2.819999999999999,2
2006-04-15 00:00:00,0.211,GW967137.1.1,253.191,20.748,GW967137.2.2,251.666,21.4,GW967138.1.1,282.675,21.971,GW967138.2.2,0.0,0.0,CF419051,54151,0.2,2.839999999999999,1
2006-04-20 00:00:00,0.211,GW967137.1.1,253.202,20.83,GW967137.2.2,251.683,21.4,GW967138.1.1,282.689,22.054,GW967138.2.2,0.0,0.0,CF419051,54151,9.4,3.759999999999999,1
2006-04-22 00:00:00,0.212,GW967137.1.1,253.201,20.825,GW967137.2.2,251.679,21.4,GW967138.1.1,282.676,22.085,GW967138.2.2,0.0,0.0,CF419051,54151,0.2,3.779999999999999,1
2006-04-30 00:00:00,0.211,GW967137.1.1,253.208,20.945,GW967137.2.2,251.675,21.4,GW967138.1.1,282.651,22.205,GW967138.2.2,0.0,0.0,CF419051,54151,5.8,0.5999999999999991,1
2006-05-01 00:00:00,0.211,GW967137.1.1,253.206,20.961,GW967137.2.2,251.685,21.4,GW967138.1.1,282.648,22.213,GW967138.2.2,0.0,0.0,CF419051,54151,0.4,0.6399999999999991,1
2006-06-03 00:00:00,0.209,GW967137.1.1,253.179,21.147,GW967137.2.2,251.677,21.4,GW967138.1.1,282.531,22.4,GW967138.2.2,0.0,0.0,CF419051,54151,1.2,0.11999999999999914,1
2006-06-05 00:00:00,0.204,GW967137.1.1,253.176,21.16,GW967137.2.2,251.654,21.4,GW967138.1.1,282.518,22.4,GW967138.2.2,0.0,0.0,CF419051,54151,0.2,0.13999999999999913,1
2006-06-07 00:00:00,0.19,GW967137.1.1,253.133,21.174,GW967137.2.2,251.646,21.4,GW967138.1.1,282.513,22.4,GW967138.2.2,0.0,0.0,CF419051,54151,0.2,0.15999999999999912,1
2006-06-10 00:00:00,0.183,GW967137.1.1,253.091,21.194,GW967137.2.2,251.677,21.4,GW967138.1.1,282.507,22.4,GW967138.2.2,0.0,0.0,CF419051,54151,19.8,2.1399999999999992,1
2006-06-11 00:00:00,0.132,GW967137.1.1,253.105,21.2,GW967137.2.2,251.701,21.4,GW967138.1.1,282.52,22.396,GW967138.2.2,0.0,0.0,CF419051,54151,36.0,5.739999999999999,2
2006-06-21 00:00:00,0.209,GW967137.1.1,253.169,21.125,GW967137.2.2,251.69,21.4,GW967138.1.1,282.488,22.245,GW967138.2.2,0.0,0.0,CF419051,54151,1.8,0.1799999999999983,1
2006-06-22 00:00:00,0.212,GW967137.1.1,253.172,21.127,GW967137.2.2,251.679,21.4,GW967138.1.1,282.486,22.23,GW967138.2.2,0.0,0.0,CF419051,54151,1.8,0.35999999999999827,1
2006-06-23 00:00:00,0.21,GW967137.1.1,253.168,21.122,GW967137.2.2,251.681,21.4,GW967138.1.1,282.481,22.215,GW967138.2.2,0.0,0.0,CF419051,54151,10.4,1.3999999999999981,1
2006-06-24 00:00:00,0.211,GW967137.1.1,253.174,21.15,GW967137.2.2,251.683,21.4,GW967138.1.1,282.486,22.2,GW967138.2.2,0.0,0.0,CF419051,54151,17.8,3.1799999999999984,1
2006-06-25 00:00:00,0.208,GW967137.1.1,253.161,21.175,GW967137.2.2,251.671,21.4,GW967138.1.1,282.48,22.184,GW967138.2.2,0.0,0.0,CF419051,54151,0.2,3.1999999999999984,1
2006-06-29 00:00:00,0.207,GW967137.1.1,253.167,21.18,GW967137.2.2,251.672,21.4,GW967138.1.1,282.464,22.124,GW967138.2.2,0.0,0.0,CF419051,54151,3.2,3.5199999999999982,1
2006-07-03 00:00:00,0.207,GW967137.1.1,253.179,21.072,GW967137.2.2,251.696,21.4,GW967138.1.1,282.473,22.1,GW967138.2.2,0.0,0.0,CF419051,54151,2.2,2.3399999999999985,1
2006-07-04 00:00:00,0.208,GW967137.1.1,253.175,21.061,GW967137.2.2,251.673,21.4,GW967138.1.1,282.461,22.1,GW967138.2.2,0.0,0.0,CF419051,54151,0.2,0.5799999999999983,1
2006-07-05 00:00:00,0.207,GW967137.1.1,253.17,21.049,GW967137.2.2,251.672,21.4,GW967138.1.1,282.457,22.043,GW967138.2.2,0.0,0.0,CF419051,54151,0.4,0.5999999999999983,1
2006-07-06 00:00:00,0.207,GW967137.1.1,253.172,21.038,GW967137.2.2,251.684,21.4,GW967138.1.1,282.452,21.963,GW967138.2.2,0.0,0.0,CF419051,54151,0.6,0.6599999999999983,1
2006-07-07 00:00:00,0.206,GW967137.1.1,253.166,21.026,GW967137.2.2,251.669,21.4,GW967138.1.1,282.445,21.91,GW967138.2.2,0.0,0.0,CF419051,54151,0.2,0.6799999999999983,1
2006-07-15 00:00:00,0.206,GW967137.1.1,253.171,20.933,GW967137.2.2,251.706,21.4,GW967138.1.1,282.436,21.57,GW967138.2.2,0.0,0.0,CF419051,54151,38.8,3.959999999999998,2
2006-07-16 00:00:00,0.207,GW967137.1.1,253.181,20.922,GW967137.2.2,251.729,21.4,GW967138.1.1,282.46,21.527,GW967138.2.2,0.0,0.0,CF419051,54151,46.2,8.52,3
2006-07-17 00:00:00,0.207,GW967137.1.1,253.181,20.91,GW967137.2.2,251.713,21.4,GW967138.1.1,282.467,21.485,GW967138.2.2,0.0,0.0,CF419051,54151,1.0,8.599999999999998,1
2006-07-18 00:00:00,0.207,GW967137.1.1,253.18,20.944,GW967137.2.2,251.707,21.4,GW967138.1.1,282.456,21.443,GW967138.2.2,0.0,0.0,CF419051,54151,2.8,8.879999999999999,1
2006-07-19 00:00:00,0.207,GW967137.1.1,253.156,20.923,GW967137.2.2,251.697,21.4,GW967138.1.1,282.439,21.4,GW967138.2.2,0.0,0.0,CF419051,54151,0.4,8.919999999999998,1
2006-07-20 00:00:00,0.203,GW967137.1.1,253.124,20.946,GW967137.2.2,251.677,21.4,GW967138.1.1,282.436,21.358,GW967138.2.2,0.0,0.0,CF419051,54151,0.2,8.94,1
2006-07-21 00:00:00,0.201,GW967137.1.1,253.108,20.9,GW967137.2.2,251.687,21.4,GW967138.1.1,282.422,21.316,GW967138.2.2,0.0,0.0,CF419051,54151,0.2,8.959999999999999,1
2006-07-22 00:00:00,0.201,GW967137.1.1,253.089,20.9,GW967137.2.2,251.693,21.4,GW967138.1.1,282.422,21.273,GW967138.2.2,0.0,0.0,CF419051,54151,0.2,8.98,1
2006-07-24 00:00:00,0.2,GW967137.1.1,253.095,20.9,GW967137.2.2,251.707,21.4,GW967138.1.1,282.423,21.189,GW967138.2.2,0.0,0.0,CF419051,54151,8.6,9.84,1
2006-07-25 00:00:00,0.2,GW967137.1.1,253.094,20.9,GW967137.2.2,251.704,21.4,GW967138.1.1,282.438,21.146,GW967138.2.2,0.0,0.0,CF419051,54151,16.2,7.58,1
2006-07-26 00:00:00,0.203,GW967137.1.1,253.113,20.9,GW967137.2.2,251.707,21.4,GW967138.1.1,282.434,21.104,GW967138.2.2,0.0,0.0,CF419051,54151,0.4,3.0,1
2006-07-28 00:00:00,0.207,GW967137.1.1,253.138,20.824,GW967137.2.2,251.718,21.4,GW967138.1.1,282.423,21.019,GW967138.2.2,0.0,0.0,CF419051,54151,0.2,2.6399999999999997,1
2006-08-24 00:00:00,0.192,GW967137.1.1,252.962,20.527,GW967137.2.2,251.656,21.4,GW967138.1.1,282.258,20.115,GW967138.2.2,0.0,0.0,CF419051,54151,1.4,0.14000000000000049,1
2006-08-25 00:00:00,0.191,GW967137.1.1,252.966,20.517,GW967137.2.2,251.683,21.4,GW967138.1.1,282.257,20.087,GW967138.2.2,0.0,0.0,CF419051,54151,0.4,0.18000000000000047,1
2006-08-26 00:00:00,0.192,GW967137.1.1,252.957,20.507,GW967137.2.2,251.655,21.4,GW967138.1.1,282.241,20.063,GW967138.2.2,0.0,0.0,CF419051,54151,0.2,0.20000000000000048,1
2006-08-29 00:00:00,0.191,GW967137.1.1,252.947,20.5,GW967137.2.2,251.64,21.4,GW967138.1.1,282.214,19.991,GW967138.2.2,0.0,0.0,CF419051,54151,5.8,0.7800000000000005,1
2006-08-30 00:00:00,0.191,GW967137.1.1,252.945,20.5,GW967137.2.2,251.632,21.4,GW967138.1.1,282.198,19.967,GW967138.2.2,0.0,0.0,CF419051,54151,8.4,1.6200000000000003,1
2006-08-31 00:00:00,0.191,GW967137.1.1,252.941,20.5,GW967137.2.2,251.646,21.4,GW967138.1.1,282.185,19.943,GW967138.2.2,0.0,0.0,CF419051,54151,11.4,2.7600000000000002,1
2006-09-01 00:00:00,0.191,GW967137.1.1,252.934,20.485,GW967137.2.2,251.643,21.4,GW967138.1.1,282.168,19.919,GW967138.2.2,0.0,0.0,CF419051,54151,0.2,2.7800000000000002,1
2006-09-04 00:00:00,0.191,GW967137.1.1,252.922,20.4,GW967137.2.2,251.652,21.4,GW967138.1.1,282.142,19.847,GW967138.2.2,0.0,0.0,CF419051,54151,8.4,3.4400000000000004,1
2006-09-05 00:00:00,0.189,GW967137.1.1,252.913,20.4,GW967137.2.2,251.634,21.4,GW967138.1.1,282.125,19.823,GW967138.2.2,0.0,0.0,CF419051,54151,0.2,3.4400000000000004,1
2006-09-07 00:00:00,0.186,GW967137.1.1,252.908,20.393,GW967137.2.2,251.634,21.4,GW967138.1.1,282.121,19.756,GW967138.2.2,0.0,0.0,CF419051,54151,5.6,4.000000000000001,1
2006-09-08 00:00:00,0.186,GW967137.1.1,252.903,20.372,GW967137.2.2,251.645,21.4,GW967138.1.1,282.114,19.714,GW967138.2.2,0.0,0.0,CF419051,54151,0.2,3.4400000000000013,1
2006-09-09 00:00:00,0.186,GW967137.1.1,252.902,20.35,GW967137.2.2,251.638,21.4,GW967138.1.1,282.109,19.672,GW967138.2.2,0.0,0.0,CF419051,54151,0.2,2.620000000000002,1
2006-09-10 00:00:00,0.187,GW967137.1.1,252.909,20.327,GW967137.2.2,251.629,21.4,GW967138.1.1,282.114,19.63,GW967138.2.2,0.0,0.0,CF419051,54151,9.2,2.400000000000002,1
2006-09-11 00:00:00,0.187,GW967137.1.1,252.906,20.305,GW967137.2.2,251.613,21.4,GW967138.1.1,282.112,19.626,GW967138.2.2,0.0,0.0,CF419051,54151,4.8,2.860000000000002,1
2006-09-12 00:00:00,0.187,GW967137.1.1,252.898,20.29,GW967137.2.2,251.601,21.4,GW967138.1.1,282.099,19.585,GW967138.2.2,0.0,0.0,CF419051,54151,2.6,3.1200000000000023,1
2006-09-13 00:00:00,0.187,GW967137.1.1,252.92,20.276,GW967137.2.2,251.591,21.4,GW967138.1.1,282.091,19.556,GW967138.2.2,0.0,0.0,CF419051,54151,0.2,3.1400000000000023,1
2006-09-27 00:00:00,0.193,GW967137.1.1,253.045,20.075,GW967137.2.2,251.609,21.4,GW967138.1.1,281.977,19.52,GW967138.2.2,0.0,0.0,CF419051,54151,11.2,1.1200000000000025,1
2006-10-19 00:00:00,0.187,GW967137.1.1,252.894,19.7,GW967137.2.2,251.572,21.4,GW967138.1.1,281.765,19.623,GW967138.2.2,0.0,0.0,CF419051,54151,4.4,0.4400000000000027,1
2006-10-20 00:00:00,0.186,GW967137.1.1,252.902,19.7,GW967137.2.2,251.561,21.4,GW967138.1.1,281.759,19.627,GW967138.2.2,0.0,0.0,CF419051,54151,0.6,0.5000000000000027,1
2006-10-21 00:00:00,0.19,GW967137.1.1,252.924,19.7,GW967137.2.2,251.559,21.4,GW967138.1.1,281.754,19.632,GW967138.2.2,0.0,0.0,CF419051,54151,19.8,2.4800000000000026,1
2006-10-22 00:00:00,0.192,GW967137.1.1,252.945,19.685,GW967137.2.2,251.552,21.4,GW967138.1.1,281.749,19.637,GW967138.2.2,0.0,0.0,CF419051,54151,0.2,2.5000000000000027,1
2006-10-26 00:00:00,0.186,GW967137.1.1,252.885,19.641,GW967137.2.2,251.562,21.467,GW967138.1.1,281.728,19.655,GW967138.2.2,0.0,0.0,CF419051,54151,2.6,2.7600000000000025,1
2006-10-27 00:00:00,0.186,GW967137.1.1,252.87,19.675,GW967137.2.2,251.556,21.475,GW967138.1.1,281.723,19.66,GW967138.2.2,0.0,0.0,CF419051,54151,4.2,3.1800000000000024,1
2006-10-28 00:00:00,0.185,GW967137.1.1,252.865,19.611,GW967137.2.2,251.566,21.425,GW967138.1.1,281.717,19.665,GW967138.2.2,0.0,0.0,CF419051,54151,6.2,3.800000000000003,1
2006-10-31 00:00:00,0.185,GW967137.1.1,252.828,19.544,GW967137.2.2,251.544,21.4,GW967138.1.1,281.702,19.679,GW967138.2.2,0.0,0.0,CF419051,54151,0.8,1.4000000000000026,1
2006-11-01 00:00:00,0.183,GW967137.1.1,252.82,19.505,GW967137.2.2,251.544,21.4,GW967138.1.1,281.696,19.683,GW967138.2.2,0.0,0.0,CF419051,54151,0.4,1.4200000000000026,1
2006-11-02 00:00:00,0.182,GW967137.1.1,252.811,19.5,GW967137.2.2,251.549,21.4,GW967138.1.1,281.691,19.688,GW967138.2.2,0.0,0.0,CF419051,54151,0.2,1.4400000000000026,1
2006-11-03 00:00:00,0.182,GW967137.1.1,252.811,19.5,GW967137.2.2,251.561,21.4,GW967138.1.1,281.686,19.693,GW967138.2.2,0.0,0.0,CF419051,54151,20.6,3.5000000000000027,2
2006-11-04 00:00:00,0.183,GW967137.1.1,252.808,19.5,GW967137.2.2,251.56,21.4,GW967138.1.1,281.681,19.697,GW967138.2.2,0.0,0.0,CF419051,54151,9.8,4.480000000000002,1
2006-11-05 00:00:00,0.184,GW967137.1.1,252.822,19.5,GW967137.2.2,251.574,21.4,GW967138.1.1,281.675,19.702,GW967138.2.2,0.0,0.0,CF419051,54151,7.0,4.920000000000003,1
2006-11-06 00:00:00,0.183,GW967137.1.1,252.81,19.525,GW967137.2.2,251.565,21.4,GW967138.1.1,281.67,19.707,GW967138.2.2,0.0,0.0,CF419051,54151,0.4,4.540000000000002,1
2006-11-09 00:00:00,0.183,GW967137.1.1,252.792,19.5,GW967137.2.2,251.556,21.4,GW967138.1.1,281.654,19.721,GW967138.2.2,0.0,0.0,CF419051,54151,3.4,4.260000000000002,1
2006-11-10 00:00:00,0.182,GW967137.1.1,252.775,19.5,GW967137.2.2,251.548,21.4,GW967138.1.1,281.649,19.725,GW967138.2.2,0.0,0.0,CF419051,54151,4.2,4.600000000000002,1
2006-11-11 00:00:00,0.181,GW967137.1.1,252.773,19.5,GW967137.2.2,251.566,21.4,GW967138.1.1,281.644,19.73,GW967138.2.2,0.0,0.0,CF419051,54151,6.4,5.200000000000002,1
2006-11-12 00:00:00,0.182,GW967137.1.1,252.768,19.47,GW967137.2.2,251.562,21.4,GW967138.1.1,281.639,19.735,GW967138.2.2,0.0,0.0,CF419051,54151,0.2,5.200000000000002,1
2006-11-13 00:00:00,0.181,GW967137.1.1,252.772,19.415,GW967137.2.2,251.567,21.4,GW967138.1.1,281.633,19.739,GW967138.2.2,0.0,0.0,CF419051,54151,0.4,3.180000000000002,1
2006-11-14 00:00:00,0.18,GW967137.1.1,252.751,19.449,GW967137.2.2,251.542,21.4,GW967138.1.1,281.628,19.744,GW967138.2.2,0.0,0.0,CF419051,54151,1.4,2.3400000000000016,1
2006-11-29 00:00:00,0.182,GW967137.1.1,252.707,19.251,GW967137.2.2,251.51,21.4,GW967138.1.1,281.549,19.814,GW967138.2.2,0.0,0.0,CF419051,54151,2.6,0.2600000000000016,1
2006-12-03 00:00:00,0.182,GW967137.1.1,252.662,19.225,GW967137.2.2,251.477,21.4,GW967138.1.1,281.528,19.833,GW967138.2.2,0.0,0.0,CF419051,54151,24.6,2.7200000000000015,2
2006-12-05 00:00:00,0.177,GW967137.1.1,252.622,19.273,GW967137.2.2,251.458,21.4,GW967138.1.1,281.518,19.842,GW967138.2.2,0.0,0.0,CF419051,54151,0.2,2.7400000000000015,1
2006-12-13 00:00:00,0.168,GW967137.1.1,252.552,19.3,GW967137.2.2,251.451,21.4,GW967138.1.1,281.476,19.879,GW967138.2.2,0.0,0.0,CF419051,54151,10.6,1.0800000000000012,1
2006-12-14 00:00:00,0.168,GW967137.1.1,252.55,19.3,GW967137.2.2,251.458,21.4,GW967138.1.1,281.471,19.884,GW967138.2.2,0.0,0.0,CF419051,54151,3.4,1.4200000000000013,1
2006-12-16 00:00:00,0.169,GW967137.1.1,252.543,19.3,GW967137.2.2,251.441,21.416,GW967138.1.1,281.46,19.893,GW967138.2.2,0.0,0.0,CF419051,54151,1.2,1.5200000000000011,1
2006-12-21 00:00:00,0.128,GW967137.1.1,252.486,19.3,GW967137.2.2,251.43,21.4,GW967138.1.1,281.439,19.917,GW967138.2.2,0.0,0.0,CF419051,54151,5.4,2.0600000000000014,1
2006-12-22 00:00:00,0.128,GW967137.1.1,252.469,19.3,GW967137.2.2,251.423,21.4,GW967138.1.1,281.435,19.921,GW967138.2.2,0.0,0.0,CF419051,54151,7.2,2.780000000000001,1
2006-12-25 00:00:00,0.128,GW967137.1.1,252.447,19.302,GW967137.2.2,251.45,21.4,GW967138.1.1,281.424,19.935,GW967138.2.2,0.0,0.0,CF419051,54151,1.6,1.540000000000001,1
2006-12-26 00:00:00,0.128,GW967137.1.1,252.435,19.339,GW967137.2.2,251.427,21.4,GW967138.1.1,281.42,19.94,GW967138.2.2,0.0,0.0,CF419051,54151,5.8,2.000000000000001,1
2006-12-27 00:00:00,0.128,GW967137.1.1,252.428,19.387,GW967137.2.2,251.434,21.4,GW967138.1.1,281.416,19.945,GW967138.2.2,0.0,0.0,CF419051,54151,0.2,2.020000000000001,1
2006-12-30 00:00:00,0.128,GW967137.1.1,252.391,19.424,GW967137.2.2,251.407,21.4,GW967138.1.1,281.405,19.959,GW967138.2.2,0.0,0.0,CF419051,54151,2.6,2.280000000000001,1
2006-12-31 00:00:00,0.128,GW967137.1.1,252.382,19.44,GW967137.2.2,251.402,21.4,GW967138.1.1,281.401,19.963,GW967138.2.2,0.0,0.0,CF419051,54151,16.4,3.3800000000000012,1
2007-01-01 00:00:00,0.128,GW967137.1.1,252.367,19.456,GW967137.2.2,251.395,21.4,GW967138.1.1,281.397,19.968,GW967138.2.2,0.0,0.0,CF419051,54151,2.6,2.9200000000000013,1
2007-01-02 00:00:00,0.128,GW967137.1.1,252.359,19.472,GW967137.2.2,251.392,21.4,GW967138.1.1,281.394,19.973,GW967138.2.2,0.0,0.0,CF419051,54151,0.2,2.9400000000000013,1
2007-01-03 00:00:00,0.128,GW967137.1.1,252.353,19.488,GW967137.2.2,251.396,21.4,GW967138.1.1,281.39,19.977,GW967138.2.2,0.0,0.0,CF419051,54151,0.8,3.0200000000000014,1
2007-01-04 00:00:00,0.128,GW967137.1.1,252.343,19.504,GW967137.2.2,251.394,21.4,GW967138.1.1,281.386,19.982,GW967138.2.2,0.0,0.0,CF419051,54151,3.0,3.1600000000000015,1
2007-01-13 00:00:00,0.128,GW967137.1.1,252.253,19.6,GW967137.2.2,251.373,21.4,GW967138.1.1,281.352,20.024,GW967138.2.2,0.0,0.0,CF419051,54151,2.0,0.5000000000000016,1
2007-01-16 00:00:00,0.128,GW967137.1.1,252.219,19.712,GW967137.2.2,251.339,21.4,GW967138.1.1,281.34,20.038,GW967138.2.2,0.0,0.0,CF419051,54151,3.6,0.5600000000000016,1
