read_date,sl_read1,bl_meter1,bl_ahd1,mean_temp1,bl_meter2,bl_ahd2,mean_temp2,bl_meter3,bl_ahd3,mean_temp3,bl_meter4,bl_ahd4,mean_temp4,sl_meter,rf_meter,rf_read1
2005-12-28 00:00:00,0.314,GW967137.1.1,253.139,19.757,GW967137.2.2,251.621,21.375,GW967138.1.1,283.142,19.1,GW967138.2.2,0,0,CF419051,54151,0
2005-12-29 00:00:00,0.315,GW967137.1.1,253.134,19.719,GW967137.2.2,251.611,21.387,GW967138.1.1,283.135,19.179,GW967138.2.2,0,0,CF419051,54151,1.2
2005-12-30 00:00:00,0.313,GW967137.1.1,253.124,19.756,GW967137.2.2,251.609,21.35,GW967138.1.1,283.126,19.2,GW967138.2.2,0,0,CF419051,54151,0
2005-12-31 00:00:00,0.311,GW967137.1.1,253.118,19.719,GW967137.2.2,251.599,21.4,GW967138.1.1,283.11,19.2,GW967138.2.2,0,0,CF419051,54151,0
2006-01-01 00:00:00,0.308,GW967137.1.1,253.114,19.7,GW967137.2.2,251.606,21.4,GW967138.1.1,283.104,19.2,GW967138.2.2,0,0,CF419051,54151,0
2006-01-02 00:00:00,0.305,GW967137.1.1,253.108,19.7,GW967137.2.2,251.61,21.4,GW967138.1.1,283.097,19.2,GW967138.2.2,0,0,CF419051,54151,0
2006-01-03 00:00:00,0.301,GW967137.1.1,253.101,19.7,GW967137.2.2,251.595,21.4,GW967138.1.1,283.093,19.2,GW967138.2.2,0,0,CF419051,54151,0
2006-01-04 00:00:00,0.216,GW967137.1.1,253.088,19.7,GW967137.2.2,251.596,21.375,GW967138.1.1,283.081,19.2,GW967138.2.2,0,0,CF419051,54151,0
2006-01-05 00:00:00,0.204,GW967137.1.1,253.081,19.707,GW967137.2.2,251.593,21.4,GW967138.1.1,283.081,19.229,GW967138.2.2,0,0,CF419051,54151,0
2006-01-06 00:00:00,0.203,GW967137.1.1,253.068,19.718,GW967137.2.2,251.598,21.4,GW967138.1.1,283.064,19.3,GW967138.2.2,0,0,CF419051,54151,0
2006-01-07 00:00:00,0.203,GW967137.1.1,253.063,19.7,GW967137.2.2,251.587,21.387,GW967138.1.1,283.053,19.329,GW967138.2.2,0,0,CF419051,54151,0
2006-01-08 00:00:00,0.204,GW967137.1.1,253.054,19.7,GW967137.2.2,251.582,21.338,GW967138.1.1,283.048,19.375,GW967138.2.2,0,0,CF419051,54151,0
2006-01-09 00:00:00,0.206,GW967137.1.1,253.049,19.693,GW967137.2.2,251.582,21.325,GW967138.1.1,283.034,19.4,GW967138.2.2,0,0,CF419051,54151,0
2006-01-10 00:00:00,0.205,GW967137.1.1,253.045,19.657,GW967137.2.2,251.577,21.4,GW967138.1.1,283.028,19.4,GW967138.2.2,0,0,CF419051,54151,0
2006-01-11 00:00:00,0.201,GW967137.1.1,253.04,19.651,GW967137.2.2,251.578,21.375,GW967138.1.1,283.021,19.4,GW967138.2.2,0,0,CF419051,54151,0
2006-01-12 00:00:00,0.199,GW967137.1.1,253.032,19.618,GW967137.2.2,251.578,21.375,GW967138.1.1,283.004,19.4,GW967138.2.2,0,0,CF419051,54151,0
2006-01-13 00:00:00,0.199,GW967137.1.1,253.027,19.6,GW967137.2.2,251.589,21.387,GW967138.1.1,283.001,19.429,GW967138.2.2,0,0,CF419051,54151,11
2006-01-14 00:00:00,0.2,GW967137.1.1,253.027,19.6,GW967137.2.2,251.574,21.388,GW967138.1.1,282.995,19.5,GW967138.2.2,0,0,CF419051,54151,0.2
2006-01-15 00:00:00,0.201,GW967137.1.1,253.019,19.6,GW967137.2.2,251.582,21.4,GW967138.1.1,282.989,19.506,GW967138.2.2,0,0,CF419051,54151,0.2
2006-01-16 00:00:00,0.201,GW967137.1.1,253.013,19.6,GW967137.2.2,251.586,21.4,GW967138.1.1,282.973,19.574,GW967138.2.2,0,0,CF419051,54151,17.2
2006-01-17 00:00:00,0.201,GW967137.1.1,253.017,19.6,GW967137.2.2,251.589,21.4,GW967138.1.1,282.97,19.6,GW967138.2.2,0,0,CF419051,54151,0.2
2006-01-18 00:00:00,0.201,GW967137.1.1,253.014,19.6,GW967137.2.2,251.581,21.4,GW967138.1.1,282.96,19.6,GW967138.2.2,0,0,CF419051,54151,30.8
2006-01-19 00:00:00,0.2,GW967137.1.1,253.007,19.6,GW967137.2.2,251.572,21.4,GW967138.1.1,282.951,19.6,GW967138.2.2,0,0,CF419051,54151,4.6
2006-01-20 00:00:00,0.199,GW967137.1.1,253.003,19.6,GW967137.2.2,251.588,21.4,GW967138.1.1,282.943,19.629,GW967138.2.2,0,0,CF419051,54151,0
2006-01-21 00:00:00,0.196,GW967137.1.1,253.002,19.6,GW967137.2.2,251.589,21.4,GW967138.1.1,282.936,19.7,GW967138.2.2,0,0,CF419051,54151,0.2
2006-01-22 00:00:00,0.195,GW967137.1.1,252.997,19.6,GW967137.2.2,251.586,21.4,GW967138.1.1,282.921,19.7,GW967138.2.2,0,0,CF419051,54151,0
2006-01-23 00:00:00,0.198,GW967137.1.1,252.993,19.6,GW967137.2.2,251.593,21.4,GW967138.1.1,282.91,19.706,GW967138.2.2,0,0,CF419051,54151,0
2006-01-24 00:00:00,0.198,GW967137.1.1,252.998,19.6,GW967137.2.2,251.598,21.4,GW967138.1.1,282.907,19.769,GW967138.2.2,0,0,CF419051,54151,0
2006-01-25 00:00:00,0.199,GW967137.1.1,252.997,19.6,GW967137.2.2,251.59,21.4,GW967138.1.1,282.894,19.754,GW967138.2.2,0,0,CF419051,54151,9.8
2006-01-26 00:00:00,0.201,GW967137.1.1,252.995,19.569,GW967137.2.2,251.597,21.4,GW967138.1.1,282.888,19.8,GW967138.2.2,0,0,CF419051,54151,0
2006-01-27 00:00:00,0.2,GW967137.1.1,252.995,19.556,GW967137.2.2,251.613,21.4,GW967138.1.1,282.882,19.806,GW967138.2.2,0,0,CF419051,54151,3.2
2006-01-28 00:00:00,0.199,GW967137.1.1,252.994,19.6,GW967137.2.2,251.606,21.4,GW967138.1.1,282.869,19.899,GW967138.2.2,0,0,CF419051,54151,0
2006-01-29 00:00:00,0.199,GW967137.1.1,252.983,19.6,GW967137.2.2,251.603,21.4,GW967138.1.1,282.857,19.9,GW967138.2.2,0,0,CF419051,54151,0
2006-01-30 00:00:00,0.199,GW967137.1.1,252.992,19.6,GW967137.2.2,251.592,21.4,GW967138.1.1,282.852,19.9,GW967138.2.2,0,0,CF419051,54151,0
2006-01-31 00:00:00,0.199,GW967137.1.1,252.994,19.6,GW967137.2.2,251.603,21.4,GW967138.1.1,282.837,19.954,GW967138.2.2,0,0,CF419051,54151,0
2006-02-01 00:00:00,0.197,GW967137.1.1,252.988,19.6,GW967137.2.2,251.607,21.4,GW967138.1.1,282.836,20,GW967138.2.2,0,0,CF419051,54151,0
2006-02-02 00:00:00,0.196,GW967137.1.1,252.988,19.593,GW967137.2.2,251.6,21.4,GW967138.1.1,282.821,20,GW967138.2.2,0,0,CF419051,54151,0
2006-02-03 00:00:00,0.196,GW967137.1.1,252.984,19.582,GW967137.2.2,251.604,21.4,GW967138.1.1,282.816,20.029,GW967138.2.2,0,0,CF419051,54151,0
2006-02-04 00:00:00,0.197,GW967137.1.1,252.986,19.6,GW967137.2.2,251.602,21.4,GW967138.1.1,282.806,20.1,GW967138.2.2,0,0,CF419051,54151,0
2006-02-05 00:00:00,0.197,GW967137.1.1,252.979,19.6,GW967137.2.2,251.598,21.4,GW967138.1.1,282.799,20.1,GW967138.2.2,0,0,CF419051,54151,0
2006-02-06 00:00:00,0.195,GW967137.1.1,252.977,19.6,GW967137.2.2,251.588,21.4,GW967138.1.1,282.79,20.106,GW967138.2.2,0,0,CF419051,54151,3.6
2006-02-07 00:00:00,0.196,GW967137.1.1,252.968,19.607,GW967137.2.2,251.585,21.4,GW967138.1.1,282.78,20.199,GW967138.2.2,0,0,CF419051,54151,0
2006-02-08 00:00:00,0.198,GW967137.1.1,252.973,19.618,GW967137.2.2,251.574,21.4,GW967138.1.1,282.769,20.2,GW967138.2.2,0,0,CF419051,54151,0
2006-02-09 00:00:00,0.199,GW967137.1.1,252.968,19.625,GW967137.2.2,251.574,21.4,GW967138.1.1,282.751,20.2,GW967138.2.2,0,0,CF419051,54151,0
2006-02-10 00:00:00,0.2,GW967137.1.1,252.993,19.6,GW967137.2.2,251.595,21.4,GW967138.1.1,282.756,20.2,GW967138.2.2,0,0,CF419051,54151,8.6
2006-02-11 00:00:00,0.202,GW967137.1.1,253.004,19.6,GW967137.2.2,251.59,21.4,GW967138.1.1,282.738,20.279,GW967138.2.2,0,0,CF419051,54151,0
2006-02-12 00:00:00,0.2,GW967137.1.1,252.996,19.624,GW967137.2.2,251.6,21.4,GW967138.1.1,282.731,20.3,GW967138.2.2,0,0,CF419051,54151,0
2006-02-13 00:00:00,0.198,GW967137.1.1,252.994,19.632,GW967137.2.2,251.597,21.4,GW967138.1.1,282.723,20.3,GW967138.2.2,0,0,CF419051,54151,15.4
2006-02-14 00:00:00,0.199,GW967137.1.1,252.99,19.675,GW967137.2.2,251.574,21.4,GW967138.1.1,282.718,20.379,GW967138.2.2,0,0,CF419051,54151,19.8
2006-02-15 00:00:00,0.2,GW967137.1.1,252.991,19.676,GW967137.2.2,251.599,21.4,GW967138.1.1,282.704,20.4,GW967138.2.2,0,0,CF419051,54151,53
2006-02-16 00:00:00,0.469,GW967137.1.1,253.156,19.625,GW967137.2.2,251.669,21.4,GW967138.1.1,283.052,20.582,GW967138.2.2,0,0,CF419051,54151,61.8
2006-02-17 00:00:00,0.765,GW967137.1.1,253.255,19.699,GW967137.2.2,251.685,21.4,GW967138.1.1,283.437,22.438,GW967138.2.2,0,0,CF419051,54151,2.6
2006-02-18 00:00:00,0.312,GW967137.1.1,253.225,19.7,GW967137.2.2,251.679,21.4,GW967138.1.1,283.336,21.092,GW967138.2.2,0,0,CF419051,54151,0
2006-02-19 00:00:00,0.238,GW967137.1.1,253.212,19.7,GW967137.2.2,251.676,21.4,GW967138.1.1,283.282,20.701,GW967138.2.2,0,0,CF419051,54151,0
2006-02-20 00:00:00,0.229,GW967137.1.1,253.198,19.7,GW967137.2.2,251.668,21.4,GW967138.1.1,283.239,20.7,GW967138.2.2,0,0,CF419051,54151,0
2006-02-21 00:00:00,0.224,GW967137.1.1,253.189,19.7,GW967137.2.2,251.681,21.4,GW967138.1.1,283.203,20.7,GW967138.2.2,0,0,CF419051,54151,1.4
2006-02-22 00:00:00,0.223,GW967137.1.1,253.211,19.7,GW967137.2.2,251.675,21.4,GW967138.1.1,283.186,20.7,GW967138.2.2,0,0,CF419051,54151,0.2
2006-02-23 00:00:00,0.223,GW967137.1.1,253.209,19.7,GW967137.2.2,251.675,21.4,GW967138.1.1,283.157,20.7,GW967138.2.2,0,0,CF419051,54151,0
2006-02-24 00:00:00,0.222,GW967137.1.1,253.203,19.7,GW967137.2.2,251.658,21.4,GW967138.1.1,283.13,20.779,GW967138.2.2,0,0,CF419051,54151,0
2006-02-25 00:00:00,0.22,GW967137.1.1,253.2,19.781,GW967137.2.2,251.668,21.4,GW967138.1.1,283.112,20.8,GW967138.2.2,0,0,CF419051,54151,0
2006-02-26 00:00:00,0.218,GW967137.1.1,253.203,19.8,GW967137.2.2,251.678,21.4,GW967138.1.1,283.093,20.8,GW967138.2.2,0,0,CF419051,54151,0
2006-02-27 00:00:00,0.218,GW967137.1.1,253.207,19.8,GW967137.2.2,251.664,21.4,GW967138.1.1,283.081,20.8,GW967138.2.2,0,0,CF419051,54151,1.6
2006-02-28 00:00:00,0.204,GW967137.1.1,253.207,19.807,GW967137.2.2,251.662,21.4,GW967138.1.1,283.069,20.8,GW967138.2.2,0,0,CF419051,54151,2.2
2006-03-01 00:00:00,0.2,GW967137.1.1,253.199,19.823,GW967137.2.2,251.673,21.4,GW967138.1.1,283.022,20.884,GW967138.2.2,0,0,CF419051,54151,11
2006-03-02 00:00:00,0.2,GW967137.1.1,253.197,19.829,GW967137.2.2,251.666,21.4,GW967138.1.1,282.997,20.915,GW967138.2.2,0,0,CF419051,54151,0.4
2006-03-03 00:00:00,0.2,GW967137.1.1,253.197,19.854,GW967137.2.2,251.676,21.4,GW967138.1.1,282.978,20.932,GW967138.2.2,0,0,CF419051,54151,3.6
2006-03-04 00:00:00,0.2,GW967137.1.1,253.2,19.879,GW967137.2.2,251.664,21.4,GW967138.1.1,282.975,20.948,GW967138.2.2,0,0,CF419051,54151,0
2006-03-05 00:00:00,0.2,GW967137.1.1,253.2,19.904,GW967137.2.2,251.671,21.4,GW967138.1.1,282.962,20.964,GW967138.2.2,0,0,CF419051,54151,0.2
2006-03-06 00:00:00,0.2,GW967137.1.1,253.207,19.929,GW967137.2.2,251.676,21.4,GW967138.1.1,282.956,20.981,GW967138.2.2,0,0,CF419051,54151,0.2
2006-03-07 00:00:00,0.2,GW967137.1.1,253.206,19.954,GW967137.2.2,251.676,21.4,GW967138.1.1,282.938,20.997,GW967138.2.2,0,0,CF419051,54151,0.2
2006-03-08 00:00:00,0.2,GW967137.1.1,253.197,19.979,GW967137.2.2,251.657,21.4,GW967138.1.1,282.922,21.013,GW967138.2.2,0,0,CF419051,54151,0
2006-03-09 00:00:00,0.2,GW967137.1.1,253.199,20.003,GW967137.2.2,251.658,21.4,GW967138.1.1,282.911,21.03,GW967138.2.2,0,0,CF419051,54151,0
2006-03-10 00:00:00,0.196,GW967137.1.1,253.202,20.028,GW967137.2.2,251.646,21.4,GW967138.1.1,282.903,21.046,GW967138.2.2,0,0,CF419051,54151,0
2006-03-11 00:00:00,0.195,GW967137.1.1,253.206,20.053,GW967137.2.2,251.647,21.4,GW967138.1.1,282.892,21.062,GW967138.2.2,0,0,CF419051,54151,0
2006-03-12 00:00:00,0.198,GW967137.1.1,253.207,20.078,GW967137.2.2,251.652,21.4,GW967138.1.1,282.883,21.079,GW967138.2.2,0,0,CF419051,54151,0
2006-03-13 00:00:00,0.207,GW967137.1.1,253.206,20.149,GW967137.2.2,251.646,21.4,GW967138.1.1,282.866,21.095,GW967138.2.2,0,0,CF419051,54151,0
2006-03-14 00:00:00,0.207,GW967137.1.1,253.199,20.2,GW967137.2.2,251.647,21.4,GW967138.1.1,282.858,21.122,GW967138.2.2,0,0,CF419051,54151,1
2006-03-15 00:00:00,0.207,GW967137.1.1,253.199,20.2,GW967137.2.2,251.648,21.4,GW967138.1.1,282.85,21.155,GW967138.2.2,0,0,CF419051,54151,0
2006-03-16 00:00:00,0.207,GW967137.1.1,253.201,20.213,GW967137.2.2,251.664,21.404,GW967138.1.1,282.838,21.188,GW967138.2.2,0,0,CF419051,54151,0
2006-03-17 00:00:00,0.207,GW967137.1.1,253.201,20.233,GW967137.2.2,251.654,21.446,GW967138.1.1,282.835,21.22,GW967138.2.2,0,0,CF419051,54151,0
2006-03-18 00:00:00,0.207,GW967137.1.1,253.199,20.253,GW967137.2.2,251.651,21.4,GW967138.1.1,282.826,21.253,GW967138.2.2,0,0,CF419051,54151,0
2006-03-19 00:00:00,0.207,GW967137.1.1,253.197,20.273,GW967137.2.2,251.633,21.4,GW967138.1.1,282.815,21.285,GW967138.2.2,0,0,CF419051,54151,3.6
2006-03-20 00:00:00,0.207,GW967137.1.1,253.201,20.296,GW967137.2.2,251.641,21.4,GW967138.1.1,282.808,21.318,GW967138.2.2,0,0,CF419051,54151,0
2006-03-21 00:00:00,0.207,GW967137.1.1,253.196,20.321,GW967137.2.2,251.641,21.4,GW967138.1.1,282.801,21.35,GW967138.2.2,0,0,CF419051,54151,0
2006-03-22 00:00:00,0.207,GW967137.1.1,253.196,20.325,GW967137.2.2,251.649,21.4,GW967138.1.1,282.79,21.383,GW967138.2.2,0,0,CF419051,54151,0
2006-03-23 00:00:00,0.207,GW967137.1.1,253.198,20.338,GW967137.2.2,251.66,21.4,GW967138.1.1,282.785,21.415,GW967138.2.2,0,0,CF419051,54151,0
2006-03-24 00:00:00,0.2,GW967137.1.1,253.193,20.317,GW967137.2.2,251.652,21.4,GW967138.1.1,282.773,21.448,GW967138.2.2,0,0,CF419051,54151,0
2006-03-25 00:00:00,0.196,GW967137.1.1,253.193,20.343,GW967137.2.2,251.645,21.4,GW967138.1.1,282.77,21.481,GW967138.2.2,0,0,CF419051,54151,0.2
2006-03-26 00:00:00,0.196,GW967137.1.1,253.183,20.369,GW967137.2.2,251.64,21.4,GW967138.1.1,282.761,21.513,GW967138.2.2,0,0,CF419051,54151,0
2006-03-27 00:00:00,0.196,GW967137.1.1,253.185,20.395,GW967137.2.2,251.646,21.4,GW967138.1.1,282.752,21.546,GW967138.2.2,0,0,CF419051,54151,0
2006-03-28 00:00:00,0.196,GW967137.1.1,253.186,20.421,GW967137.2.2,251.66,21.4,GW967138.1.1,282.752,21.578,GW967138.2.2,0,0,CF419051,54151,0
2006-03-29 00:00:00,0.196,GW967137.1.1,253.189,20.447,GW967137.2.2,251.649,21.4,GW967138.1.1,282.746,21.611,GW967138.2.2,0,0,CF419051,54151,0
2006-03-30 00:00:00,0.196,GW967137.1.1,253.191,20.473,GW967137.2.2,251.647,21.4,GW967138.1.1,282.742,21.643,GW967138.2.2,0,0,CF419051,54151,0.2
2006-03-31 00:00:00,0.196,GW967137.1.1,253.2,20.499,GW967137.2.2,251.663,21.4,GW967138.1.1,282.742,21.676,GW967138.2.2,0,0,CF419051,54151,5
2006-04-01 00:00:00,0.202,GW967137.1.1,253.193,20.525,GW967137.2.2,251.667,21.4,GW967138.1.1,282.734,21.708,GW967138.2.2,0,0,CF419051,54151,9.4
2006-04-02 00:00:00,0.209,GW967137.1.1,253.186,20.551,GW967137.2.2,251.656,21.4,GW967138.1.1,282.728,21.741,GW967138.2.2,0,0,CF419051,54151,0
2006-04-03 00:00:00,0.209,GW967137.1.1,253.183,20.577,GW967137.2.2,251.663,21.4,GW967138.1.1,282.719,21.774,GW967138.2.2,0,0,CF419051,54151,0
2006-04-04 00:00:00,0.209,GW967137.1.1,253.195,20.601,GW967137.2.2,251.659,21.4,GW967138.1.1,282.733,21.743,GW967138.2.2,0,0,CF419051,54151,0
2006-04-05 00:00:00,0.209,GW967137.1.1,253.188,20.615,GW967137.2.2,251.666,21.4,GW967138.1.1,282.728,21.746,GW967138.2.2,0,0,CF419051,54151,0
2006-04-06 00:00:00,0.21,GW967137.1.1,253.191,20.628,GW967137.2.2,251.655,21.4,GW967138.1.1,282.727,21.801,GW967138.2.2,0,0,CF419051,54151,0.2
2006-04-07 00:00:00,0.21,GW967137.1.1,253.183,20.642,GW967137.2.2,251.647,21.4,GW967138.1.1,282.706,21.822,GW967138.2.2,0,0,CF419051,54151,0
2006-04-08 00:00:00,0.21,GW967137.1.1,253.182,20.655,GW967137.2.2,251.655,21.4,GW967138.1.1,282.705,21.841,GW967138.2.2,0,0,CF419051,54151,0
2006-04-09 00:00:00,0.21,GW967137.1.1,253.178,20.668,GW967137.2.2,251.648,21.4,GW967138.1.1,282.696,21.859,GW967138.2.2,0,0,CF419051,54151,0
2006-04-10 00:00:00,0.209,GW967137.1.1,253.176,20.682,GW967137.2.2,251.639,21.4,GW967138.1.1,282.687,21.878,GW967138.2.2,0,0,CF419051,54151,0
2006-04-11 00:00:00,0.207,GW967137.1.1,253.177,20.695,GW967137.2.2,251.658,21.4,GW967138.1.1,282.685,21.897,GW967138.2.2,0,0,CF419051,54151,0
2006-04-12 00:00:00,0.206,GW967137.1.1,253.18,20.708,GW967137.2.2,251.654,21.4,GW967138.1.1,282.686,21.915,GW967138.2.2,0,0,CF419051,54151,0
2006-04-13 00:00:00,0.207,GW967137.1.1,253.187,20.722,GW967137.2.2,251.668,21.4,GW967138.1.1,282.679,21.934,GW967138.2.2,0,0,CF419051,54151,0
2006-04-14 00:00:00,0.211,GW967137.1.1,253.19,20.735,GW967137.2.2,251.672,21.4,GW967138.1.1,282.68,21.952,GW967138.2.2,0,0,CF419051,54151,28
2006-04-15 00:00:00,0.211,GW967137.1.1,253.191,20.748,GW967137.2.2,251.666,21.4,GW967138.1.1,282.675,21.971,GW967138.2.2,0,0,CF419051,54151,0.2
2006-04-16 00:00:00,0.21,GW967137.1.1,253.185,20.762,GW967137.2.2,251.657,21.4,GW967138.1.1,282.668,21.99,GW967138.2.2,0,0,CF419051,54151,0
2006-04-17 00:00:00,0.21,GW967137.1.1,253.187,20.775,GW967137.2.2,251.666,21.4,GW967138.1.1,282.669,22.007,GW967138.2.2,0,0,CF419051,54151,0
2006-04-18 00:00:00,0.211,GW967137.1.1,253.197,20.788,GW967137.2.2,251.654,21.4,GW967138.1.1,282.67,22.023,GW967138.2.2,0,0,CF419051,54151,0
2006-04-19 00:00:00,0.21,GW967137.1.1,253.201,20.844,GW967137.2.2,251.676,21.4,GW967138.1.1,282.666,22.038,GW967138.2.2,0,0,CF419051,54151,0
2006-04-20 00:00:00,0.211,GW967137.1.1,253.202,20.83,GW967137.2.2,251.683,21.4,GW967138.1.1,282.689,22.054,GW967138.2.2,0,0,CF419051,54151,9.4
2006-04-21 00:00:00,0.213,GW967137.1.1,253.199,20.81,GW967137.2.2,251.689,21.4,GW967138.1.1,282.691,22.07,GW967138.2.2,0,0,CF419051,54151,0
2006-04-22 00:00:00,0.212,GW967137.1.1,253.201,20.825,GW967137.2.2,251.679,21.4,GW967138.1.1,282.676,22.085,GW967138.2.2,0,0,CF419051,54151,0.2
2006-04-23 00:00:00,0.212,GW967137.1.1,253.203,20.84,GW967137.2.2,251.675,21.4,GW967138.1.1,282.669,22.101,GW967138.2.2,0,0,CF419051,54151,0
2006-04-24 00:00:00,0.213,GW967137.1.1,253.202,20.855,GW967137.2.2,251.674,21.4,GW967138.1.1,282.667,22.117,GW967138.2.2,0,0,CF419051,54151,0
2006-04-25 00:00:00,0.211,GW967137.1.1,253.206,20.87,GW967137.2.2,251.665,21.4,GW967138.1.1,282.66,22.132,GW967138.2.2,0,0,CF419051,54151,0
2006-04-26 00:00:00,0.211,GW967137.1.1,253.201,20.885,GW967137.2.2,251.675,21.4,GW967138.1.1,282.659,22.148,GW967138.2.2,0,0,CF419051,54151,0
2006-04-27 00:00:00,0.211,GW967137.1.1,253.201,20.9,GW967137.2.2,251.668,21.4,GW967138.1.1,282.652,22.164,GW967138.2.2,0,0,CF419051,54151,0
2006-04-28 00:00:00,0.21,GW967137.1.1,253.204,20.915,GW967137.2.2,251.673,21.4,GW967138.1.1,282.654,22.179,GW967138.2.2,0,0,CF419051,54151,0
2006-04-29 00:00:00,0.211,GW967137.1.1,253.206,20.93,GW967137.2.2,251.688,21.4,GW967138.1.1,282.654,22.195,GW967138.2.2,0,0,CF419051,54151,0
2006-04-30 00:00:00,0.211,GW967137.1.1,253.208,20.945,GW967137.2.2,251.675,21.4,GW967138.1.1,282.651,22.205,GW967138.2.2,0,0,CF419051,54151,5.8
